"","FIPS","City","Year","Population","longitude","latitude","Date","MSA","microMSA"
"9901",1976890,"Swisher","July 01 2003",847,-91.6938947,41.8441956,"7/1/03","",""
"9902",1924735,"Elkhart","July 01 2018",846,-93.5242476,41.7922878,"7/1/18","",""
"9903",1952455,"Milo","July 01 1996",846,-93.4393691,41.2887201,"7/1/96","",""
"9904",1965910,"Readlyn","July 01 2019",846,-92.225022,42.7037692,"7/1/19","",""
"9905",1916545,"Correctionville","July 01 2006",846,-95.7830202,42.4771854,"7/1/06","",""
"9906",1931980,"Grand Junction","July 01 2009",846,-94.2370224,42.032965,"7/1/09","",""
"9907",1900595,"Afton","July 01 2011",846,-94.1953729,41.0276183,"7/1/11","",""
"9908",1976035,"Sully","July 01 2009",846,-92.8468343,41.5780013,"7/1/09","",""
"9909",1955965,"Newell","July 01 2004",846,-95.0039777,42.609682,"7/1/04","",""
"9910",1968070,"Rockford","July 01 2013",846,-92.9477776,43.0524158,"7/1/13","",""
"9911",1968070,"Rockford","July 01 2014",845,-92.9477776,43.0524158,"7/1/14","",""
"9912",1954120,"Morning Sun","July 01 1996",845,-91.2505611,41.0941736,"7/1/96","",""
"9913",1959970,"Ossian","April 01 2010",845,-91.7648546,43.1467277,"4/1/10","",""
"9914",1955560,"Neola","April 01 2000",845,-95.6173698,41.4515149,"4/1/00","",""
"9915",1900595,"Afton","April 01 2010",845,-94.1953729,41.0276183,"4/1/10","",""
"9916",1909280,"Buffalo Center","July 01 2007",845,-93.9428112,43.3893894,"7/1/07","",""
"9917",1972480,"Shellsburg","July 01 1994",845,-91.8709837,42.0929406,"7/1/94","",""
"9918",1948000,"McGregor","July 01 2017",845,-91.1820936,43.0244127,"7/1/17","",""
"9919",1982020,"Wall Lake","July 01 1995",845,-95.0927786,42.267186,"7/1/95","",""
"9920",1937425,"Hubbard","April 01 2010",845,-93.3013025,42.3061102,"4/1/10","",""
"9921",1971760,"Seymour","July 01 1994",845,-93.1211905,40.6824151,"7/1/94","",""
"9922",1948000,"McGregor","July 01 2014",845,-91.1820936,43.0244127,"7/1/14","",""
"9923",1922845,"Dunkerton","July 01 2017",845,-92.161378,42.5673881,"7/1/17","",""
"9924",1923430,"Earlville","July 01 2006",844,-91.2701068,42.4827545,"7/1/06","",""
"9925",1928290,"Fontanelle","July 01 1993",844,-94.5600489,41.2900061,"7/1/93","",""
"9926",1900595,"Afton","July 01 2014",844,-94.1953729,41.0276183,"7/1/14","",""
"9927",1935670,"Hedrick","July 01 2001",844,-92.3079494,41.1711634,"7/1/01","",""
"9928",1915240,"Colo","July 01 2017",844,-93.3185991,42.014482,"7/1/17","",""
"9929",1931800,"Graettinger","April 01 2010",844,-94.7504243,43.2370707,"4/1/10","",""
"9930",1943410,"Larchwood","July 01 2014",844,-96.4368372,43.4544239,"7/1/14","",""
"9931",1923430,"Earlville","July 01 2005",844,-91.2701068,42.4827545,"7/1/05","",""
"9932",1982020,"Wall Lake","July 01 1996",843,-95.0927786,42.267186,"7/1/96","",""
"9933",1935670,"Hedrick","July 01 2002",843,-92.3079494,41.1711634,"7/1/02","",""
"9934",1936480,"Hinton","July 01 2007",843,-96.2974754,42.6212975,"7/1/07","",""
"9935",1901045,"Alden","July 01 1995",843,-93.380649,42.5105935,"7/1/95","",""
"9936",1954120,"Morning Sun","July 01 1994",843,-91.2505611,41.0941736,"7/1/94","",""
"9937",1929280,"Fruitland","July 01 2005",843,-91.1287744,41.347424,"7/1/05","",""
"9938",1938415,"Inwood","July 01 2008",843,-96.4350789,43.3092965,"7/1/08","",""
"9939",1925815,"Essex","July 01 2003",843,-95.3038067,40.832679,"7/1/03","",""
"9940",1918075,"Dakota City","April 01 2010",843,-94.1976919,42.7229033,"4/1/10","",""
"9941",1919180,"Dayton","July 01 2004",843,-94.0711394,42.262259,"7/1/04","",""
"9942",1938415,"Inwood","July 01 2007",843,-96.4350789,43.3092965,"7/1/07","",""
"9943",1968070,"Rockford",NA,842.6406246,NA,NA,"7/1/20","",""
"9944",1955560,"Neola","April 01 2010",842,-95.6173698,41.4515149,"4/1/10","",""
"9945",1950520,"Maxwell","July 01 2009",842,-93.3959877,41.8913844,"7/1/09","",""
"9946",1976890,"Swisher","July 01 2008",842,-91.6938947,41.8441956,"7/1/08","",""
"9947",1924060,"Edgewood","April 01 1990",842,-91.401691,42.644231,"4/1/90","",""
"9948",1931800,"Graettinger","July 01 2007",842,-94.7504243,43.2370707,"7/1/07","",""
"9949",1981840,"Walford","July 01 1997",842,-91.8305169,41.8796623,"7/1/97","",""
"9950",1958710,"Okoboji","July 01 2002",842,-95.1392893,43.3912199,"7/1/02","",""
"9951",1958710,"Okoboji","July 01 1994",842,-95.1392893,43.3912199,"7/1/94","",""
"9952",1931800,"Graettinger","July 01 2006",842,-94.7504243,43.2370707,"7/1/06","",""
"9953",1924060,"Edgewood","July 01 1991",842,-91.401691,42.644231,"7/1/91","",""
"9954",1916545,"Correctionville","July 01 2007",842,-95.7830202,42.4771854,"7/1/07","",""
"9955",1954120,"Morning Sun","July 01 1995",842,-91.2505611,41.0941736,"7/1/95","",""
"9956",1901045,"Alden","July 01 1993",842,-93.380649,42.5105935,"7/1/93","",""
"9957",1968070,"Rockford","July 01 1999",842,-92.9477776,43.0524158,"7/1/99","",""
"9958",1936480,"Hinton","July 01 2008",841,-96.2974754,42.6212975,"7/1/08","",""
"9959",1944220,"Le Grand","July 01 1993",841,-92.7749753,42.0066925,"7/1/93","",""
"9960",1976890,"Swisher","July 01 2004",841,-91.6938947,41.8441956,"7/1/04","",""
"9961",1979500,"Underwood","July 01 2008",841,-95.6820111,41.3807698,"7/1/08","",""
"9962",1954120,"Morning Sun","April 01 1990",841,-91.2505611,41.0941736,"4/1/90","",""
"9963",1966585,"Riceville","July 01 2001",841,-92.5541081,43.362157,"7/1/01","",""
"9964",1928290,"Fontanelle","July 01 1992",841,-94.5600489,41.2900061,"7/1/92","",""
"9965",1948000,"McGregor","July 01 2018",841,-91.1820936,43.0244127,"7/1/18","",""
"9966",1976035,"Sully","April 01 1990",841,-92.8468343,41.5780013,"4/1/90","",""
"9967",1982020,"Wall Lake","April 01 2000",841,-95.0927786,42.267186,"4/1/00","",""
"9968",1965910,"Readlyn","July 01 2018",840,-92.225022,42.7037692,"7/1/18","",""
"9969",1954120,"Morning Sun","July 01 1991",840,-91.2505611,41.0941736,"7/1/91","",""
"9970",1959970,"Ossian","July 01 2011",840,-91.7648546,43.1467277,"7/1/11","",""
"9971",1966585,"Riceville","April 01 2000",840,-92.5541081,43.362157,"4/1/00","",""
"9972",1979500,"Underwood","July 01 2009",840,-95.6820111,41.3807698,"7/1/09","",""
"9973",1948000,"McGregor","July 01 2013",840,-91.1820936,43.0244127,"7/1/13","",""
"9974",1926265,"Exira","April 01 2010",840,-94.8810861,41.5919759,"4/1/10","",""
"9975",1938415,"Inwood","July 01 2009",840,-96.4350789,43.3092965,"7/1/09","",""
"9976",1918075,"Dakota City","July 01 2011",840,-94.1976919,42.7229033,"7/1/11","",""
"9977",1950880,"Melbourne","July 01 2011",840,-93.1026156,41.9415478,"7/1/11","",""
"9978",1902935,"Armstrong","July 01 2019",840,-94.4832066,43.3944094,"7/1/19","",""
"9979",1952455,"Milo","July 01 1999",839,-93.4393691,41.2887201,"7/1/99","",""
"9980",1902935,"Armstrong","July 01 2018",839,-94.4832066,43.3944094,"7/1/18","",""
"9981",1959970,"Ossian","July 01 2003",839,-91.7648546,43.1467277,"7/1/03","",""
"9982",1901045,"Alden","July 01 2005",839,-93.380649,42.5105935,"7/1/05","",""
"9983",1948855,"Manilla","April 01 2000",839,-95.2345611,41.8923087,"4/1/00","",""
"9984",1954120,"Morning Sun","July 01 1998",839,-91.2505611,41.0941736,"7/1/98","",""
"9985",1958710,"Okoboji","July 01 2003",839,-95.1392893,43.3912199,"7/1/03","",""
"9986",1952455,"Milo","April 01 2000",839,-93.4393691,41.2887201,"4/1/00","",""
"9987",1928290,"Fontanelle","July 01 1991",839,-94.5600489,41.2900061,"7/1/91","",""
"9988",1930630,"Gilbert","July 01 1999",839,-93.6462341,42.1072488,"7/1/99","",""
"9989",1923430,"Earlville","July 01 2007",839,-91.2701068,42.4827545,"7/1/07","",""
"9990",1900370,"Adair","April 01 2000",839,-94.6434132,41.5003898,"4/1/00","",""
"9991",1902935,"Armstrong",NA,838.9198296,NA,NA,"7/1/20","",""
"9992",1931800,"Graettinger","July 01 2011",838,-94.7504243,43.2370707,"7/1/11","",""
"9993",1982965,"Wayland","April 01 1990",838,-91.659088,41.148462,"4/1/90","",""
"9994",1971760,"Seymour","July 01 1995",838,-93.1211905,40.6824151,"7/1/95","",""
"9995",1904420,"Bancroft","July 01 1991",838,-94.2175386,43.292755,"7/1/91","",""
"9996",1946425,"Long Grove","July 01 2015",838,-90.5802816,41.692241,"7/1/15","",""
"9997",1901045,"Alden","July 01 1996",838,-93.380649,42.5105935,"7/1/96","",""
"9998",1954120,"Morning Sun","July 01 2011",838,-91.2505611,41.0941736,"7/1/11","",""
"9999",1968070,"Rockford","July 01 2015",838,-92.9477776,43.0524158,"7/1/15","",""
"10000",1948000,"McGregor","July 01 2019",838,-91.1820936,43.0244127,"7/1/19","",""
"10001",1979500,"Underwood","July 01 2007",837,-95.6820111,41.3807698,"7/1/07","",""
"10002",1936480,"Hinton","July 01 1999",837,-96.2974754,42.6212975,"7/1/99","",""
"10003",1901045,"Alden","July 01 1994",837,-93.380649,42.5105935,"7/1/94","",""
"10004",1954120,"Morning Sun","July 01 2012",837,-91.2505611,41.0941736,"7/1/12","",""
"10005",1948855,"Manilla","July 01 1993",837,-95.2345611,41.8923087,"7/1/93","",""
"10006",1950520,"Maxwell","July 01 2008",837,-93.3959877,41.8913844,"7/1/08","",""
"10007",1935670,"Hedrick","April 01 2000",837,-92.3079494,41.1711634,"4/1/00","",""
"10008",1954120,"Morning Sun","July 01 1999",837,-91.2505611,41.0941736,"7/1/99","",""
"10009",1982020,"Wall Lake","July 01 1997",837,-95.0927786,42.267186,"7/1/97","",""
"10010",1938415,"Inwood","July 01 2018",837,-96.4350789,43.3092965,"7/1/18","",""
"10011",1954120,"Morning Sun","July 01 2008",837,-91.2505611,41.0941736,"7/1/08","",""
"10012",1967440,"Riverside","July 01 1991",837,-91.536553,41.4981029,"7/1/91","",""
"10013",1919180,"Dayton","April 01 2010",837,-94.0711394,42.262259,"4/1/10","",""
"10014",1935670,"Hedrick","July 01 2003",837,-92.3079494,41.1711634,"7/1/03","",""
"10015",1950880,"Melbourne",NA,836.5997155,NA,NA,"7/1/20","",""
"10016",1938415,"Inwood",NA,836.3259797,NA,NA,"7/1/20","",""
"10017",1976035,"Sully","July 01 2018",836,-92.8468343,41.5780013,"7/1/18","",""
"10018",1936480,"Hinton","July 01 2009",836,-96.2974754,42.6212975,"7/1/09","",""
"10019",1965910,"Readlyn","July 01 2017",836,-92.225022,42.7037692,"7/1/17","",""
"10020",1954120,"Morning Sun","April 01 2010",836,-91.2505611,41.0941736,"4/1/10","",""
"10021",1964650,"Primghar","July 01 2004",836,-95.6209034,43.0863786,"7/1/04","",""
"10022",1937425,"Hubbard","July 01 2005",836,-93.3013025,42.3061102,"7/1/05","",""
"10023",1954120,"Morning Sun","July 01 1997",836,-91.2505611,41.0941736,"7/1/97","",""
"10024",1904420,"Bancroft","July 01 1992",836,-94.2175386,43.292755,"7/1/92","",""
"10025",1950880,"Melbourne","July 01 2012",836,-93.1026156,41.9415478,"7/1/12","",""
"10026",1966585,"Riceville","July 01 2002",836,-92.5541081,43.362157,"7/1/02","",""
"10027",1937425,"Hubbard","July 01 2011",836,-93.3013025,42.3061102,"7/1/11","",""
"10028",1966045,"Redfield","April 01 2010",835,-94.1961117,41.5906044,"4/1/10","",""
"10029",1918075,"Dakota City","July 01 2005",835,-94.1976919,42.7229033,"7/1/05","",""
"10030",1918075,"Dakota City","July 01 2012",835,-94.1976919,42.7229033,"7/1/12","",""
"10031",1936480,"Hinton","July 01 2006",835,-96.2974754,42.6212975,"7/1/06","",""
"10032",1931800,"Graettinger","July 01 2008",835,-94.7504243,43.2370707,"7/1/08","",""
"10033",1946425,"Long Grove","July 01 2014",835,-90.5802816,41.692241,"7/1/14","",""
"10034",1909280,"Buffalo Center","July 01 2008",835,-93.9428112,43.3893894,"7/1/08","",""
"10035",1955965,"Newell",NA,834.2514446,NA,NA,"7/1/20","",""
"10036",1928290,"Fontanelle","July 01 1994",834,-94.5600489,41.2900061,"7/1/94","",""
"10037",1966585,"Riceville","July 01 2003",834,-92.5541081,43.362157,"7/1/03","",""
"10038",1968070,"Rockford","July 01 2016",834,-92.9477776,43.0524158,"7/1/16","",""
"10039",1936480,"Hinton","July 01 2005",834,-96.2974754,42.6212975,"7/1/05","",""
"10040",1959970,"Ossian","July 01 2012",834,-91.7648546,43.1467277,"7/1/12","",""
"10041",1983550,"West Bend","April 01 2000",834,-94.4456756,42.9599409,"4/1/00","",""
"10042",1948855,"Manilla","July 01 1994",834,-95.2345611,41.8923087,"7/1/94","",""
"10043",1980445,"Van Meter","July 01 1996",833,-93.942715,41.5203654,"7/1/96","",""
"10044",1971760,"Seymour","July 01 1996",833,-93.1211905,40.6824151,"7/1/96","",""
"10045",1935580,"Hazleton","July 01 2017",833,-91.9058398,42.6177464,"7/1/17","",""
"10046",1971130,"Schleswig","April 01 2000",833,-95.4352246,42.1607169,"4/1/00","",""
"10047",1958710,"Okoboji","July 01 2012",833,-95.1392893,43.3912199,"7/1/12","",""
"10048",1918075,"Dakota City","July 01 2006",833,-94.1976919,42.7229033,"7/1/06","",""
"10049",1935580,"Hazleton","July 01 2018",833,-91.9058398,42.6177464,"7/1/18","",""
"10050",1976890,"Swisher","July 01 2005",833,-91.6938947,41.8441956,"7/1/05","",""
"10051",1935580,"Hazleton","July 01 2019",833,-91.9058398,42.6177464,"7/1/19","",""
"10052",1952455,"Milo","July 01 1998",833,-93.4393691,41.2887201,"7/1/98","",""
"10053",1904420,"Bancroft","July 01 1993",833,-94.2175386,43.292755,"7/1/93","",""
"10054",1919180,"Dayton","July 01 2005",833,-94.0711394,42.262259,"7/1/05","",""
"10055",1966045,"Redfield","April 01 2000",833,-94.1961117,41.5906044,"4/1/00","",""
"10056",1910225,"Cambridge","July 01 2013",832,-93.5359151,41.9000672,"7/1/13","",""
"10057",1948855,"Manilla","July 01 1995",832,-95.2345611,41.8923087,"7/1/95","",""
"10058",1925365,"Ely","July 01 1997",832,-91.5850379,41.8753461,"7/1/97","",""
"10059",1937425,"Hubbard","July 01 2012",832,-93.3013025,42.3061102,"7/1/12","",""
"10060",1955560,"Neola","July 01 2001",832,-95.6173698,41.4515149,"7/1/01","",""
"10061",1954120,"Morning Sun","July 01 2013",832,-91.2505611,41.0941736,"7/1/13","",""
"10062",1952455,"Milo","July 01 2004",832,-93.4393691,41.2887201,"7/1/04","",""
"10063",1937425,"Hubbard",NA,831.8928577,NA,NA,"7/1/20","",""
"10064",1955560,"Neola",NA,831.0024912,NA,NA,"7/1/20","",""
"10065",1982020,"Wall Lake","July 01 1998",831,-95.0927786,42.267186,"7/1/98","",""
"10066",1976035,"Sully","July 01 2019",831,-92.8468343,41.5780013,"7/1/19","",""
"10067",1935580,"Hazleton","July 01 2014",831,-91.9058398,42.6177464,"7/1/14","",""
"10068",1979905,"Urbana","July 01 1997",831,-91.887274,42.2284093,"7/1/97","",""
"10069",1965910,"Readlyn","July 01 2016",831,-92.225022,42.7037692,"7/1/16","",""
"10070",1935580,"Hazleton","July 01 2015",831,-91.9058398,42.6177464,"7/1/15","",""
"10071",1928290,"Fontanelle","July 01 1995",831,-94.5600489,41.2900061,"7/1/95","",""
"10072",1943410,"Larchwood","July 01 1996",831,-96.4368372,43.4544239,"7/1/96","",""
"10073",1910225,"Cambridge","July 01 2011",831,-93.5359151,41.9000672,"7/1/11","",""
"10074",1976890,"Swisher","July 01 2007",831,-91.6938947,41.8441956,"7/1/07","",""
"10075",1931800,"Graettinger","July 01 2009",831,-94.7504243,43.2370707,"7/1/09","",""
"10076",1901045,"Alden","July 01 1997",831,-93.380649,42.5105935,"7/1/97","",""
"10077",1936480,"Hinton","July 01 2004",830,-96.2974754,42.6212975,"7/1/04","",""
"10078",1910225,"Cambridge","July 01 2014",830,-93.5359151,41.9000672,"7/1/14","",""
"10079",1937425,"Hubbard","July 01 2014",830,-93.3013025,42.3061102,"7/1/14","",""
"10080",1961230,"Palo","July 01 2005",830,-91.8000825,42.0645741,"7/1/05","",""
"10081",1915240,"Colo","July 01 2018",830,-93.3185991,42.014482,"7/1/18","",""
"10082",1901045,"Alden","July 01 2006",830,-93.380649,42.5105935,"7/1/06","",""
"10083",1918075,"Dakota City","July 01 2013",830,-94.1976919,42.7229033,"7/1/13","",""
"10084",1925815,"Essex","July 01 2004",830,-95.3038067,40.832679,"7/1/04","",""
"10085",1950880,"Melbourne","April 01 2010",830,-93.1026156,41.9415478,"4/1/10","",""
"10086",1935580,"Hazleton","July 01 2012",830,-91.9058398,42.6177464,"7/1/12","",""
"10087",1976035,"Sully","July 01 2017",830,-92.8468343,41.5780013,"7/1/17","",""
"10088",1952455,"Milo","July 01 2005",830,-93.4393691,41.2887201,"7/1/05","",""
"10089",1909280,"Buffalo Center","July 01 2009",830,-93.9428112,43.3893894,"7/1/09","",""
"10090",1952455,"Milo","July 01 1997",830,-93.4393691,41.2887201,"7/1/97","",""
"10091",1904420,"Bancroft","July 01 1994",830,-94.2175386,43.292755,"7/1/94","",""
"10092",1965910,"Readlyn","July 01 2015",830,-92.225022,42.7037692,"7/1/15","",""
"10093",1937425,"Hubbard","July 01 2013",830,-93.3013025,42.3061102,"7/1/13","",""
"10094",1931800,"Graettinger",NA,829.5243585,NA,NA,"7/1/20","",""
"10095",1965820,"Raymond",NA,829.0938412,NA,NA,"7/1/20","",""
"10096",1952455,"Milo","July 01 2006",829,-93.4393691,41.2887201,"7/1/06","",""
"10097",1938415,"Inwood","July 01 2016",829,-96.4350789,43.3092965,"7/1/16","",""
"10098",1904420,"Bancroft","July 01 1995",829,-94.2175386,43.292755,"7/1/95","",""
"10099",1931800,"Graettinger","July 01 2012",829,-94.7504243,43.2370707,"7/1/12","",""
"10100",1937425,"Hubbard","July 01 2015",829,-93.3013025,42.3061102,"7/1/15","",""
"10101",1939405,"Janesville","April 01 2000",829,-92.4629269,42.6458874,"4/1/00","",""
"10102",1919180,"Dayton","July 01 2006",829,-94.0711394,42.262259,"7/1/06","",""
"10103",1900595,"Afton","July 01 2017",829,-94.1953729,41.0276183,"7/1/17","",""
"10104",1923430,"Earlville","July 01 2008",829,-91.2701068,42.4827545,"7/1/08","",""
"10105",1935580,"Hazleton","July 01 2016",829,-91.9058398,42.6177464,"7/1/16","",""
"10106",1964650,"Primghar",NA,828.9056838,NA,NA,"7/1/20","",""
"10107",1968070,"Rockford","July 01 2018",828,-92.9477776,43.0524158,"7/1/18","",""
"10108",1958710,"Okoboji","July 01 2011",828,-95.1392893,43.3912199,"7/1/11","",""
"10109",1910225,"Cambridge","July 01 2001",828,-93.5359151,41.9000672,"7/1/01","",""
"10110",1971760,"Seymour","July 01 1997",828,-93.1211905,40.6824151,"7/1/97","",""
"10111",1959970,"Ossian","July 01 2004",828,-91.7648546,43.1467277,"7/1/04","",""
"10112",1955560,"Neola","July 01 2004",828,-95.6173698,41.4515149,"7/1/04","",""
"10113",1910225,"Cambridge","July 01 2012",828,-93.5359151,41.9000672,"7/1/12","",""
"10114",1952455,"Milo","July 01 2008",828,-93.4393691,41.2887201,"7/1/08","",""
"10115",1948855,"Manilla","July 01 1996",828,-95.2345611,41.8923087,"7/1/96","",""
"10116",1966585,"Riceville","July 01 2004",828,-92.5541081,43.362157,"7/1/04","",""
"10117",1935580,"Hazleton","July 01 2013",828,-91.9058398,42.6177464,"7/1/13","",""
"10118",1976890,"Swisher","July 01 2002",828,-91.6938947,41.8441956,"7/1/02","",""
"10119",1952455,"Milo","July 01 2009",828,-93.4393691,41.2887201,"7/1/09","",""
"10120",1976890,"Swisher","July 01 2006",828,-91.6938947,41.8441956,"7/1/06","",""
"10121",1952455,"Milo","July 01 2001",828,-93.4393691,41.2887201,"7/1/01","",""
"10122",1918075,"Dakota City","July 01 2008",828,-94.1976919,42.7229033,"7/1/08","",""
"10123",1928290,"Fontanelle","July 01 1996",828,-94.5600489,41.2900061,"7/1/96","",""
"10124",1976035,"Sully",NA,827.0126591,NA,NA,"7/1/20","",""
"10125",1952455,"Milo","July 01 2003",827,-93.4393691,41.2887201,"7/1/03","",""
"10126",1968070,"Rockford","July 01 2017",827,-92.9477776,43.0524158,"7/1/17","",""
"10127",1919180,"Dayton","July 01 2011",827,-94.0711394,42.262259,"7/1/11","",""
"10128",1901045,"Alden","July 01 1998",827,-93.380649,42.5105935,"7/1/98","",""
"10129",1937425,"Hubbard","July 01 2006",827,-93.3013025,42.3061102,"7/1/06","",""
"10130",1966585,"Riceville","April 01 1990",827,-92.5541081,43.362157,"4/1/90","",""
"10131",1982065,"Walnut","July 01 1998",827,-95.2204992,41.4884727,"7/1/98","",""
"10132",1954120,"Morning Sun","July 01 1992",827,-91.2505611,41.0941736,"7/1/92","",""
"10133",1952455,"Milo","July 01 2002",827,-93.4393691,41.2887201,"7/1/02","",""
"10134",1910225,"Cambridge","April 01 2010",827,-93.5359151,41.9000672,"4/1/10","",""
"10135",1944220,"Le Grand","July 01 1991",827,-92.7749753,42.0066925,"7/1/91","",""
"10136",1937425,"Hubbard","July 01 2016",827,-93.3013025,42.3061102,"7/1/16","",""
"10137",1950520,"Maxwell","July 01 2007",827,-93.3959877,41.8913844,"7/1/07","",""
"10138",1965910,"Readlyn","July 01 2014",827,-92.225022,42.7037692,"7/1/14","",""
"10139",1971130,"Schleswig","July 01 2001",827,-95.4352246,42.1607169,"7/1/01","",""
"10140",1926400,"Fairfax","July 01 1991",827,-91.7758659,41.9227519,"7/1/91","",""
"10141",1959970,"Ossian","July 01 2013",827,-91.7648546,43.1467277,"7/1/13","",""
"10142",1938415,"Inwood","July 01 1998",827,-96.4350789,43.3092965,"7/1/98","",""
"10143",1935580,"Hazleton","July 01 2011",827,-91.9058398,42.6177464,"7/1/11","",""
"10144",1921225,"Dexter","July 01 2005",827,-94.2276214,41.5153845,"7/1/05","",""
"10145",1930630,"Gilbert","July 01 1998",826,-93.6462341,42.1072488,"7/1/98","",""
"10146",1958710,"Okoboji","July 01 2016",826,-95.1392893,43.3912199,"7/1/16","",""
"10147",1900595,"Afton","July 01 2015",826,-94.1953729,41.0276183,"7/1/15","",""
"10148",1938415,"Inwood","July 01 2017",826,-96.4350789,43.3092965,"7/1/17","",""
"10149",1903475,"Atkins","July 01 1997",826,-91.8585601,41.9942458,"7/1/97","",""
"10150",1952455,"Milo","July 01 2007",826,-93.4393691,41.2887201,"7/1/07","",""
"10151",1950880,"Melbourne","July 01 2013",826,-93.1026156,41.9415478,"7/1/13","",""
"10152",1964650,"Primghar","July 01 2005",826,-95.6209034,43.0863786,"7/1/05","",""
"10153",1938415,"Inwood","July 01 1992",826,-96.4350789,43.3092965,"7/1/92","",""
"10154",1900595,"Afton","July 01 2016",826,-94.1953729,41.0276183,"7/1/16","",""
"10155",1948855,"Manilla","July 01 1997",825,-95.2345611,41.8923087,"7/1/97","",""
"10156",1925815,"Essex","July 01 2005",825,-95.3038067,40.832679,"7/1/05","",""
"10157",1901045,"Alden","July 01 2007",825,-93.380649,42.5105935,"7/1/07","",""
"10158",1918075,"Dakota City","July 01 2019",825,-94.1976919,42.7229033,"7/1/19","",""
"10159",1954120,"Morning Sun","July 01 2014",825,-91.2505611,41.0941736,"7/1/14","",""
"10160",1938415,"Inwood","July 01 1996",825,-96.4350789,43.3092965,"7/1/96","",""
"10161",1904420,"Bancroft","July 01 1997",825,-94.2175386,43.292755,"7/1/97","",""
"10162",1955560,"Neola","July 01 2002",825,-95.6173698,41.4515149,"7/1/02","",""
"10163",1954120,"Morning Sun","July 01 2015",825,-91.2505611,41.0941736,"7/1/15","",""
"10164",1979500,"Underwood","July 01 2006",825,-95.6820111,41.3807698,"7/1/06","",""
"10165",1981885,"Walker",NA,824.5450123,NA,NA,"7/1/20","",""
"10166",1938415,"Inwood","July 01 1997",824,-96.4350789,43.3092965,"7/1/97","",""
"10167",1972480,"Shellsburg","July 01 1993",824,-91.8709837,42.0929406,"7/1/93","",""
"10168",1948855,"Manilla","July 01 2002",824,-95.2345611,41.8923087,"7/1/02","",""
"10169",1955560,"Neola","July 01 2009",824,-95.6173698,41.4515149,"7/1/09","",""
"10170",1955560,"Neola","July 01 2006",824,-95.6173698,41.4515149,"7/1/06","",""
"10171",1946425,"Long Grove","July 01 2013",824,-90.5802816,41.692241,"7/1/13","",""
"10172",1950880,"Melbourne","July 01 2014",824,-93.1026156,41.9415478,"7/1/14","",""
"10173",1938415,"Inwood","April 01 1990",824,-96.4350789,43.3092965,"4/1/90","",""
"10174",1931980,"Grand Junction","July 01 1994",824,-94.2370224,42.032965,"7/1/94","",""
"10175",1904420,"Bancroft","July 01 1996",824,-94.2175386,43.292755,"7/1/96","",""
"10176",1936480,"Hinton","July 01 2001",824,-96.2974754,42.6212975,"7/1/01","",""
"10177",1967440,"Riverside","April 01 1990",824,-91.536553,41.4981029,"4/1/90","",""
"10178",1982065,"Walnut","July 01 1999",824,-95.2204992,41.4884727,"7/1/99","",""
"10179",1931980,"Grand Junction","April 01 2010",824,-94.2370224,42.032965,"4/1/10","",""
"10180",1910225,"Cambridge","July 01 2002",824,-93.5359151,41.9000672,"7/1/02","",""
"10181",1944220,"Le Grand","July 01 1992",824,-92.7749753,42.0066925,"7/1/92","",""
"10182",1938415,"Inwood","July 01 2012",824,-96.4350789,43.3092965,"7/1/12","",""
"10183",1965910,"Readlyn",NA,823.7097594,NA,NA,"7/1/20","",""
"10184",1985215,"Whiting","July 01 1998",823,-96.1507766,42.1271884,"7/1/98","",""
"10185",1937425,"Hubbard","July 01 2007",823,-93.3013025,42.3061102,"7/1/07","",""
"10186",1939405,"Janesville","July 01 2001",823,-92.4629269,42.6458874,"7/1/01","",""
"10187",1959970,"Ossian","July 01 1993",823,-91.7648546,43.1467277,"7/1/93","",""
"10188",1964650,"Primghar","July 01 2006",823,-95.6209034,43.0863786,"7/1/06","",""
"10189",1935670,"Hedrick","July 01 2004",823,-92.3079494,41.1711634,"7/1/04","",""
"10190",1910225,"Cambridge","July 01 2015",823,-93.5359151,41.9000672,"7/1/15","",""
"10191",1959970,"Ossian","July 01 1992",823,-91.7648546,43.1467277,"7/1/92","",""
"10192",1938415,"Inwood","July 01 1999",823,-96.4350789,43.3092965,"7/1/99","",""
"10193",1959970,"Ossian","July 01 2014",823,-91.7648546,43.1467277,"7/1/14","",""
"10194",1959970,"Ossian","July 01 1995",823,-91.7648546,43.1467277,"7/1/95","",""
"10195",1931980,"Grand Junction","July 01 1993",823,-94.2370224,42.032965,"7/1/93","",""
"10196",1959970,"Ossian","July 01 1991",823,-91.7648546,43.1467277,"7/1/91","",""
"10197",1948855,"Manilla","July 01 2001",823,-95.2345611,41.8923087,"7/1/01","",""
"10198",1935580,"Hazleton","April 01 2010",823,-91.9058398,42.6177464,"4/1/10","",""
"10199",1948855,"Manilla","July 01 1998",823,-95.2345611,41.8923087,"7/1/98","",""
"10200",1938415,"Inwood","July 01 1993",823,-96.4350789,43.3092965,"7/1/93","",""
"10201",1976035,"Sully","July 01 2014",822,-92.8468343,41.5780013,"7/1/14","",""
"10202",1931980,"Grand Junction","July 01 1995",822,-94.2370224,42.032965,"7/1/95","",""
"10203",1919180,"Dayton","July 01 2007",822,-94.0711394,42.262259,"7/1/07","",""
"10204",1939405,"Janesville","April 01 1990",822,-92.4629269,42.6458874,"4/1/90","",""
